0.00733293 0.0163029
0.0658674 0.0166501
0.18225 0.0173741
0.355116 0.0185392
0.58244 0.0202574
0.861555 0.0227116
1.18919 0.0262012
1.5615 0.031227
1.97413 0.0386645
2.42223 0.050137
2.90055 0.0688977
3.40349 0.102138
3.92515 0.167777
4.4594 0.315886
5 0.666667
5.5406 0.996714
6.07485 0.602081
6.59651 0.293714
7.09945 0.163493
7.57777 0.103796
8.02587 0.0726742
8.4385 0.0547358
8.81081 0.0436244
9.13844 0.0363947
9.41756 0.0315512
9.64488 0.0282805
9.81775 0.0261193
9.93413 0.0247997
9.99267 0.0241732
