
#power p = 0.5
10 5.0209978992926665
14 6.155795718490282
20 7.595255025289833
28 9.216860652543115
40 11.267648377838833
56 13.572990923200264
80 16.484032780257937
112 19.75286638606265
160 23.877374655594625
224 28.506299812193305
320 34.34467670204311
448 40.89528485367006
640 49.155849715792726
896 58.422865953637654
1280 70.10779528618465
1792 83.21549828577385
2560 99.74241241258296


#power p = 1.0
10 2.9289682539682538
14 3.251562326562327
20 3.597739657143682
28 3.927171038966368
40 4.278543038936376
56 4.611469354783229
80 4.965479278945517
112 5.300172178681558
160 5.655511224939744
224 5.991092198796449
320 6.347098346894013
448 6.683124553540149
640 7.039464887804781
896 7.375714009789477
1280 7.732221595952564
1792 8.068582250343233
2560 8.425173502159481


#power p = 1.5
10 1.9953364933456017
14 2.0872275884359484
20 2.1706820714436
28 2.237755432975142
40 2.2981116546846243
56 2.346301911089323
80 2.389465138568099
112 2.423814005944402
160 2.454508132601249
224 2.478893702595429
320 2.5006592279765893
448 2.5179369304269716
640 2.5333492767359265
896 2.545578675670501
1280 2.556484565416186
1792 2.565136379817143
2560 2.572850737758636


#power p = 2.0
10 1.5497677311665408
14 1.5759958390005426
20 1.5961632439130233
28 1.6098499458483937
40 1.6202439630069352
56 1.6272354137867748
80 1.6325118663375637
112 1.636045236485382
160 1.6387035574084399
224 1.6404797312287138
320 1.6418139445744733
448 1.6427044133683584
640 1.643372786915569
896 1.6438186179956737
1280 1.6441531219445362
1792 1.64437618680691
2560 1.6445435181322425


#power p = 2.5
10 1.3219208357165513
14 1.3294220560510308
20 1.3343073865427197
28 1.3371064116590254
40 1.338900921846651
56 1.3399175639150291
80 1.340564251409775
112 1.3409285624939467
160 1.3411593933878685
224 1.341289066731185
320 1.3413710679791921
448 1.3414170689494864
640 1.341446129981663
896 1.3414624211614494
1280 1.3414727080438356
1792 1.3414784726917282
2560 1.341482111822266


#power p = 3.0
10 1.197531985674193
14 1.1996816018013183
20 1.2008678419584364
28 1.201441518466623
40 1.2017521180236763
56 1.2019002860870536
80 1.2019797486188968
112 1.2020173977670883
160 1.202037493598443
224 1.202046982623092
320 1.2020520355820412
448 1.2020544174833034
640 1.2020556843623278
896 1.2020562810465873
1280 1.2020565982221378
1792 1.2020567475445278
2560 1.2020568268954466


